Date,Open,High,Low,Close,Adj Close,Volume
2019-07-31,10.696000,10.766000,10.574000,10.656000,9.677815,16629149
2019-08-01,10.604000,10.898000,10.588000,10.672000,9.692347,13560782
2019-08-02,10.430000,10.510000,10.250000,10.398000,9.443499,20586098
2019-08-05,10.260000,10.510000,10.200000,10.364000,9.412621,13209789
2019-08-06,10.440000,10.446000,10.272000,10.276000,9.332699,11786244
2019-08-07,9.987000,10.072000,9.634000,9.768000,8.871330,50891044
2019-08-08,9.787000,9.991000,9.648000,9.908000,8.998480,27210079
2019-08-09,9.609000,9.630000,9.254000,9.400000,8.537112,44713438
2019-08-12,9.471000,9.539000,9.264000,9.264000,8.413596,21466380
2019-08-13,9.230000,9.600000,9.071000,9.547000,8.670618,28690976
2019-08-14,9.512000,9.529000,9.134000,9.190000,8.346389,29767239
2019-08-16,9.270000,9.610000,9.143000,9.531000,8.656087,36340626
2019-08-19,9.700000,9.824000,9.650000,9.763000,8.866790,22920566
2019-08-20,9.710000,9.738000,9.439000,9.544000,8.667893,21658618
2019-08-21,9.603000,9.720000,9.597000,9.633000,8.748724,14969761
2019-08-22,9.593000,9.880000,9.561000,9.755000,8.859525,18142685
2019-08-23,9.866000,9.897000,9.453000,9.453000,8.585247,22402016
2019-08-26,9.370000,9.631000,9.350000,9.590000,8.709671,19260801
2019-08-27,9.650000,9.777000,9.598000,9.719000,8.826829,18094420
2019-08-28,9.750000,9.910000,9.636000,9.890000,8.982132,25866695
2019-08-29,9.937000,10.286000,9.883000,10.176000,9.241878,28474491
2019-08-30,10.182000,10.250000,10.010000,10.060000,9.136527,21271826
2019-09-02,10.070000,10.238000,10.070000,10.114000,9.185570,13575392
2019-09-03,10.144000,10.200000,10.030000,10.122000,9.192835,12284279
2019-09-04,10.386000,10.418000,10.314000,10.330000,9.381742,20381106
2019-09-05,10.444000,10.706000,10.388000,10.690000,9.708694,24670150
2019-09-06,10.690000,10.784000,10.532000,10.632000,9.656019,21268798
2019-09-09,10.684000,10.980000,10.658000,10.938000,9.933928,17146146
2019-09-10,10.976000,11.120000,10.862000,10.896000,9.895784,25773680
2019-09-11,11.000000,11.120000,10.628000,10.760000,9.772269,27907875
2019-09-12,10.800000,11.048000,10.612000,10.984000,9.975707,33655275
2019-09-13,11.064000,11.484000,11.042000,11.456000,10.404379,29189509
2019-09-16,11.344000,11.462000,11.162000,11.260000,10.226371,20198076
2019-09-17,11.224000,11.246000,10.870000,10.884000,9.884886,25504219
2019-09-18,10.940000,11.030000,10.892000,10.904000,9.903050,15548236
2019-09-19,10.948000,11.196000,10.904000,11.152000,10.128285,17478073
2019-09-20,11.180000,11.206000,11.074000,11.170000,10.144632,25445805
2019-09-23,11.136000,11.154000,10.722000,10.786000,9.795882,21472826
2019-09-24,10.820000,10.896000,10.666000,10.698000,9.715961,19111920
2019-09-25,10.562000,10.606000,10.300000,10.574000,9.603343,23992598
2019-09-26,10.596000,10.686000,10.512000,10.654000,9.676000,13547294
2019-09-27,10.680000,10.864000,10.590000,10.804000,9.812230,14967221
2019-09-30,10.816000,10.936000,10.766000,10.820000,9.826760,15714658
2019-10-01,10.900000,11.086000,10.690000,10.690000,9.708694,23616770
2019-10-02,10.688000,10.710000,10.256000,10.256000,9.314534,25627905
2019-10-03,10.300000,10.330000,10.072000,10.198000,9.261859,18674080
2019-10-04,10.242000,10.264000,10.052000,10.208000,9.270941,15951286
2019-10-07,10.168000,10.332000,10.066000,10.286000,9.341781,14502784
2019-10-08,10.348000,10.348000,10.030000,10.166000,9.232797,14775069
2019-10-09,10.146000,10.282000,10.090000,10.160000,9.227346,13891787
2019-10-10,10.196000,10.572000,10.160000,10.564000,9.594261,22019405
2019-10-11,10.692000,10.938000,10.576000,10.924000,9.921214,26141519
2019-10-14,10.830000,10.910000,10.750000,10.868000,9.870355,11806306
2019-10-15,10.990000,11.222000,10.904000,11.214000,10.184593,22156151
2019-10-16,11.180000,11.474000,11.130000,11.412000,10.364417,26848944
2019-10-17,11.334000,11.614000,11.310000,11.436000,10.386214,21699130
2019-10-18,11.454000,11.578000,11.350000,11.500000,10.444340,18088503
2019-10-21,11.510000,11.820000,11.510000,11.742000,10.664124,19030142
2019-10-22,11.814000,11.870000,11.558000,11.684000,10.611449,18851650
2019-10-23,11.568000,11.698000,11.518000,11.660000,10.589652,13924678
2019-10-24,11.700000,11.784000,11.516000,11.606000,10.540608,14860992
2019-10-25,11.600000,11.622000,11.412000,11.534000,10.475219,10704686
2019-10-28,11.470000,11.624000,11.428000,11.582000,10.518812,10635921
2019-10-29,11.622000,11.736000,11.576000,11.704000,10.629613,15027944
2019-10-30,11.730000,11.760000,11.288000,11.484000,10.429809,20438226
2019-10-31,11.502000,11.520000,11.226000,11.368000,10.324456,14280251
2019-11-01,11.362000,11.552000,11.316000,11.524000,10.466136,12620707
2019-11-04,11.590000,11.808000,11.586000,11.768000,10.687737,18606696
2019-11-05,11.830000,12.010000,11.752000,11.962000,10.863929,18654579
2019-11-06,12.070000,12.386000,11.988000,12.086000,10.976547,32813988
2019-11-07,12.550000,12.950000,12.450000,12.806000,11.630453,43211555
2019-11-08,13.000000,13.000000,12.544000,12.610000,11.452445,28799200
2019-11-11,12.512000,12.562000,12.428000,12.500000,11.352543,16455007
2019-11-12,12.550000,12.778000,12.542000,12.754000,11.583226,21353393
2019-11-13,12.650000,12.678000,12.364000,12.476000,11.330746,24398554
2019-11-14,12.450000,12.530000,12.340000,12.374000,11.238109,14071307
2019-11-15,12.500000,12.516000,12.334000,12.440000,11.298050,15725807
2019-11-18,12.464000,12.502000,12.172000,12.340000,11.207231,14068492
2019-11-19,12.380000,12.606000,12.356000,12.376000,11.239926,17940762
2019-11-20,12.300000,12.410000,12.182000,12.362000,11.227211,14587599
2019-11-21,12.280000,12.524000,12.228000,12.470000,11.325297,13077166
2019-11-22,12.530000,12.652000,12.420000,12.440000,11.298050,16583185
2019-11-25,12.704000,12.800000,12.646000,12.800000,11.625004,16900398
2019-11-26,12.858000,12.966000,12.710000,12.730000,11.561429,17387395
2019-11-27,12.810000,12.844000,12.560000,12.660000,11.497855,11567618
2019-11-28,12.600000,12.656000,12.492000,12.534000,11.383422,8856876
2019-11-29,12.500000,12.666000,12.426000,12.562000,11.408852,12610609
2019-12-02,12.612000,12.694000,12.326000,12.368000,11.232660,17501515
2019-12-03,12.498000,12.590000,12.258000,12.312000,11.181801,17567816
2019-12-04,12.290000,12.548000,12.234000,12.548000,11.396137,20878150
2019-12-05,12.572000,12.650000,12.374000,12.380000,11.243559,12799223
2019-12-06,12.490000,12.774000,12.462000,12.750000,11.579594,20010447
2019-12-09,12.776000,12.866000,12.640000,12.744000,11.574144,14052575
2019-12-10,12.730000,12.886000,12.624000,12.856000,11.675863,13890237
2019-12-11,12.808000,12.978000,12.782000,12.858000,11.677679,13776049
2019-12-12,12.894000,13.270000,12.848000,13.266000,12.048226,25941161
2019-12-13,13.660000,13.692000,13.064000,13.086000,11.884750,32739440
2019-12-16,13.174000,13.324000,13.052000,13.320000,12.097269,14781451
2019-12-17,13.300000,13.314000,13.120000,13.236000,12.020981,15589995
2019-12-18,13.212000,13.350000,13.194000,13.294000,12.073656,10735760
2019-12-19,13.254000,13.504000,13.238000,13.494000,12.255298,15912512
2019-12-20,13.650000,13.650000,13.432000,13.460000,12.224418,30736610
2019-12-23,13.420000,13.438000,13.280000,13.340000,12.115434,10759586
2019-12-27,13.310000,13.344000,13.050000,13.118000,11.913813,14969185
2019-12-30,13.092000,13.160000,13.020000,13.020000,11.824809,9845981
2020-01-02,13.100000,13.504000,13.068000,13.488000,12.249847,18330296
2020-01-03,13.350000,13.374000,13.164000,13.328000,12.104535,15716046
2020-01-06,13.148000,13.178000,12.780000,13.082000,11.881117,20131839
2020-01-07,13.194000,13.290000,13.100000,13.160000,11.951957,12339617
2020-01-08,12.970000,13.370000,12.892000,13.328000,12.104535,19309384
2020-01-09,13.506000,13.620000,13.454000,13.518000,12.277094,16411325
2020-01-10,13.548000,13.578000,13.380000,13.400000,12.169926,11201399
2020-01-13,13.470000,13.482000,13.204000,13.290000,12.070024,10908766
2020-01-14,13.320000,13.410000,13.180000,13.398000,12.168109,9655557
2020-01-15,13.362000,13.390000,13.050000,13.050000,11.852055,14340440
2020-01-16,13.110000,13.196000,12.922000,13.116000,11.911996,14486481
2020-01-17,13.238000,13.282000,13.134000,13.150000,11.942875,11128819
2020-01-20,13.120000,13.134000,12.888000,12.920000,11.733989,11932930
2020-01-21,12.826000,13.004000,12.682000,12.994000,11.801196,14506795
2020-01-22,12.950000,12.974000,12.504000,12.570000,11.416117,23318511
2020-01-23,12.580000,12.758000,12.420000,12.556000,11.403402,17143775
2020-01-24,12.648000,12.810000,12.394000,12.444000,11.301683,14412139
2020-01-27,12.404000,12.676000,12.268000,12.336000,11.203598,20759400
2020-01-28,12.446000,12.734000,12.240000,12.642000,11.481508,16366367
2020-01-29,12.776000,12.834000,12.568000,12.640000,11.479692,11911356
2020-01-30,12.372000,12.510000,12.278000,12.384000,11.247191,12665020
2020-01-31,12.468000,12.470000,12.020000,12.082000,10.972914,19228240
2020-02-03,12.140000,12.262000,12.082000,12.206000,11.085531,10860324
2020-02-04,12.358000,12.614000,12.292000,12.580000,11.425199,18010366
2020-02-05,12.600000,12.900000,12.472000,12.832000,11.654066,19217977
2020-02-06,13.550000,13.950000,13.366000,13.878000,12.604048,50101756
2020-02-07,13.822000,13.968000,13.656000,13.906000,12.629477,19620982
2020-02-10,13.800000,14.072000,13.790000,13.964000,12.682153,16695911
2020-02-11,14.050000,14.248000,13.906000,14.174000,12.872875,21083621
2020-02-12,14.204000,14.430000,14.122000,14.122000,12.825648,23355492
2020-02-13,14.000000,14.140000,13.800000,14.028000,12.740277,20418251
2020-02-14,14.032000,14.062000,13.822000,13.886000,12.611313,12305778
2020-02-17,13.948000,14.182000,13.944000,14.150000,12.851078,12521690
2020-02-18,14.148000,14.442000,14.042000,14.060000,12.769341,16252838
2020-02-19,14.172000,14.220000,14.020000,14.132000,12.834731,13291130
2020-02-20,14.102000,14.192000,13.560000,13.718000,12.458735,20573139
2020-02-21,13.568000,13.570000,12.980000,13.184000,11.973754,37793197
2020-02-24,12.698000,12.774000,12.490000,12.640000,11.479692,34684864
2020-02-25,12.784000,12.790000,12.362000,12.412000,11.272620,21094079
2020-02-26,12.370000,12.650000,12.222000,12.552000,11.399770,23215395
2020-02-27,12.302000,12.352000,11.840000,12.002000,10.900257,31099941
2020-02-28,11.612000,11.756000,11.278000,11.538000,10.478851,36878343
2020-03-02,11.730000,11.740000,10.702000,11.030000,10.017484,44617918
2020-03-03,11.264000,11.398000,10.506000,10.562000,9.592444,36510218
2020-03-04,10.598000,10.686000,10.192000,10.294000,9.349046,34783544
2020-03-05,10.390000,10.390000,9.872000,10.134000,9.203733,37461021
2020-03-06,9.850000,10.012000,9.689000,9.952000,9.038440,36842774
2020-03-09,8.600000,8.923000,8.195000,8.614000,7.823265,56994733
2020-03-10,8.650000,9.000000,8.218000,8.314000,7.550803,42080288
2020-03-11,8.460000,8.784000,8.270000,8.540000,7.756057,30731579
2020-03-12,8.050000,8.250000,7.002000,7.066000,6.417366,54474593
2020-03-13,7.460000,8.600000,7.088000,7.713000,7.004973,53835062
2020-03-16,7.150000,7.309000,6.420000,6.743000,6.124016,53885370
2020-03-17,7.137000,7.140000,6.643000,7.010000,6.366506,40486356
2020-03-18,6.752000,7.260000,6.703000,7.000000,6.357424,27378590
2020-03-19,7.488000,7.770000,7.013000,7.370000,6.693459,38789158
2020-03-20,7.484000,7.945000,7.450000,7.934000,7.205686,41433351
2020-03-23,7.530000,7.840000,7.410000,7.605000,6.906887,31724157
2020-03-24,7.990000,8.365000,7.856000,8.365000,7.597121,28211440
2020-03-25,8.520000,8.932000,7.784000,8.433000,7.658879,44991026
2020-03-26,8.118000,8.446000,8.067000,8.303000,7.540813,26595899
2020-03-27,8.071000,8.198000,7.690000,7.860000,7.138479,24262111
2020-03-30,7.670000,7.737000,7.121000,7.274000,6.606272,33231746
2020-03-31,7.390000,7.530000,6.958000,7.147000,6.490930,37468628
2020-04-01,6.870000,7.057000,6.802000,6.860000,6.230276,23939923
2020-04-02,6.940000,6.992000,6.610000,6.779000,6.156711,27906340
2020-04-03,6.719000,6.739000,6.535000,6.540000,5.939651,21855300
2020-04-06,6.770000,7.200000,6.746000,7.107000,6.454602,30286049
2020-04-07,7.429000,7.685000,7.170000,7.350000,6.675295,32103420
2020-04-08,7.180000,7.495000,7.117000,7.314000,6.642600,17707813
2020-04-09,7.501000,7.700000,7.344000,7.437000,6.754309,19484589
2020-04-14,7.440000,7.472000,7.004000,7.100000,6.448244,26044128
2020-04-15,7.010000,7.040000,6.622000,6.622000,6.014123,28144542
2020-04-16,6.710000,6.889000,6.553000,6.666000,6.054084,21985725
2020-04-17,6.873000,7.060000,6.850000,6.863000,6.233000,22857056
2020-04-20,6.950000,6.982000,6.752000,6.897000,6.897000,14801670
2020-04-21,6.780000,6.846000,6.590000,6.590000,6.590000,15294227
2020-04-22,6.709000,6.750000,6.533000,6.718000,6.718000,13363834
2020-04-23,6.762000,7.070000,6.688000,6.900000,6.900000,18150457
2020-04-24,6.703000,6.860000,6.630000,6.688000,6.688000,17628561
2020-04-27,6.988000,7.016000,6.868000,6.969000,6.969000,13685510
2020-04-28,6.969000,7.390000,6.958000,7.228000,7.228000,25403950
2020-04-29,7.190000,7.376000,7.123000,7.376000,7.376000,26563244
2020-04-30,7.450000,7.450000,6.960000,7.029000,7.029000,31813731
2020-05-04,6.846000,6.918000,6.634000,6.634000,6.634000,24742703
2020-05-05,6.750000,6.800000,6.544000,6.655000,6.655000,26157411
2020-05-06,6.530000,6.800000,6.520000,6.600000,6.600000,19289908
2020-05-07,6.603000,6.664000,6.380000,6.496000,6.496000,22525940
2020-05-08,6.550000,6.615000,6.426000,6.580000,6.580000,12202917
2020-05-11,6.700000,6.776000,6.562000,6.615000,6.615000,18125631
2020-05-12,6.590000,6.723000,6.590000,6.656000,6.656000,13688988
2020-05-13,6.555000,6.580000,6.400000,6.400000,6.400000,21015194
2020-05-14,6.325000,6.374000,6.012000,6.284000,6.284000,35096131
2020-05-15,6.337000,6.369000,6.132000,6.213000,6.213000,16551215
2020-05-18,6.316000,6.580000,6.265000,6.580000,6.580000,20270959
